file_name,length,sentence
368.txt,245,왜냐면 컴퓨터 켜고 하기 귀찮아가지고 이제 스마트폰에다가 인증서를 이렇게 옮길 수 있잖아요 그래가지고 지금 스마트폰으로 하거든요 예 그게 일단은 가장 중요한 게 OOO씨 같은 경우는 저희 검찰청 방문해 주셔도 되고요 개인정보치매신고센터를 통해서 본인 피해자 인증 조사를 받으시고 나시면 금융감독원에서 세 가지 법적 조치를 취해 드립니다 금융감독원에서 두 번째 OOO씨 본인 금융보안등급을 강화 조치시켜 드려서 2차 피해가 없도록 예방을 해 드리고요 예 예 예 예 그 두 번째로 강화 조치시켜 드렸음에도 불구하고 2차 피해가 발생되었을 경우에는 금융감독원에서 재산보험 신청서를 발행해 드립니다 예 재산보험 신청서 통해서 피해 금액에 대해서 전액 배상을 받으실 수 있고요 예 근데 문제는 지금 이미 현재 피해를 보셨을 경우에는 그 배상을 받으시는 부분이 굉장히 까다롭습니다 검찰청으로 방문 한 번 해 주셔야 되고요 예 본인은 뭐 어디서 내가 피해를 봤다는 게 어떨 때 피해보는 거죠?
416.txt,243,잠깐만 여보세요 지금 제가 아직 사이트 못 들어갔거든요 바로 들어가시는 거 아니고요 사건번호 말씀해 주셔야 돼요 아 사건번호 금방 불러주시면 그거 말씀하세요 사이트번호 아니에요 아 이건 사건번호예요 아까 저한테 컴퓨터로 앞에 앉으시라고 그래가지고 컴퓨터 같은 부분은 저희가 다시 다 설명해 드릴 거고요 알겠습니다 일단 번호 불러 드릴까요 아까 그 아 2015 성재 0875 아 아까 그 아 2015 성재 0875 김인철 명의도용 사기사건 맞으시고요 혹시께서는 저희 수사관에게 진술한 내용이 거짓이 없는 진실만을 말씀하셨습니까 사건 내용에 대해서도 잘 전달 받으셨고요 제가 다시 한번 간략하게 말씀드릴게요 자 지금 저희가 올해 3월 3일에 김인철을 검거를 했고요 지금 검거한 현장에서 명의로 된 농협 신한은행 주평장이 발견됐습니다 네 그 야견 다 들었어요 발견된 농협에서는 8천만 원이고요 학생에서는 1억 2천만 원입니다 불법 도박 자금이 들어있었고
400.txt,236,네 그럼 제가 이렇게 연락을 드리면은요 OOO 당들에게 대가성을 받고 대포통장을 판매하신 건지 아니면 개인정보가 유출되면서 명의대응을 당하신 피해자인지 확인차 연락을 드린 거고요 네 이번 사건은 OOO씨 뿐만 아니라 지금 전국적으로 200여 명이 연료가 됐고요 지금 은행 직원들도 연료가 됐습니다 네 현재 본인 통장으로 지금 다른 분들이 많은 분들이 피해를 보셨고 피해를 보신 분들은 현재 고소업을 한 상태입니다 본인께서는 현재 조사 중이었고요 아직까지 피해자인지 가해자인지 확인바가 없습니다 피해자이시면 피해자 입증을 받으셔야 되고요 네 일단은 저희도 지금 지방에 계시거나 검찰청으로 출석을 못할 경우에 대비해서 이렇게 유선상으로 연락을 드린 거고요 네 일단 조사 방법은 두 가지가 있습니다 첫 번째 방법은 녹취 상태로 진행되는 거고 두 번째 방법은 본인께서 직접 검찰청으로 출석을 하시는 겁니다 네 본인께서는 어떻게 하시겠습니까?
55.txt,236,자 그러면 지금 본인 농협 하나은행을 제외하고 본인 명의로 사용 중이신 금융권 상호명만 간단하게 진술 받겠습니다 진술해주세요 자 그럼 이제 뭐 본인이 진술해주신 금융권 어떠한 용도로 사용 중이신지 하나씩 진술 받겠습니다 자 뭐 예를 들어 볼게요 자 예를 들어서 농협에 뭐가 3개 있는데 뭐 입출금 계좌 1개 뭐 예금 계좌 1개 뭐 적금 계좌 1개 있습니다 라고 진술해주시면 되세요 자 본인이 진술해주신 모든 계좌권에 대해서는 국가에서 보호조치가 진행이 될 거예요 진술해주신 계좌권 이외에 타 계좌권이 확인이 될 시에는 즉시 동결처리 및 국고로 이제 환수조치가 진행이 될 겁니다 자 이제 마지막으로 본인 유동가능한 자원권에 대해서 진술 받겠습니다 자 이제 농협에 지금 입출금 계좌 2개 있다고 하셨는데 농협에 지금 입출금 계좌 2개 있다고 하셨어요 자 그리고 청약 계좌가 하나 있다고 말씀하셨죠 자 이제 얼마에서 얼마 정도 있습니다 라고 진술해주시면 되세요
466.txt,233,본인이 직접 판매하기 위한 게 아니고 아니요 저는 전혀 본 적도 없는 글인데 제가 아이디가 해킹이 당해서 제가 쓴 글이 있나 카페에 다 들어가서 확인을 했었거든요 그 당시에 그때 그 글이 있었어요 그래서 제가 네이버에다가 네 글이 남겨져 있던 건가요 네 제가 그래서 네이버 고객센터에다가 이런 이런 일이 있었다 개인 정보 유출됐었다 해가지고 얘기를 했었던 적이 있거든요 아 고객센터에 직접적으로요 네 고객센터에 얘기했었어요 네 알겠습니다 제가 이거 좀 참고로 할 거고요 자 본인 그러면 작년입니다 2017년 일자는 6월 15일자고요 위치는 경기도 광명시 철산동에 위치해 있는 농협은행과 하나은행에서 본인 명의의 이 두부의 통장을 개설하신 사실 있으십니까 아니요 전혀 없어요 본인이 개설하신 게 아니라고 진술하신 게 맞으십니까 그렇다면 본인이 올해 그 작년 2017년 6월에서 7월경에 경기도 광명시 쪽에 방문하신 적은 없으세요?
297.txt,230,"네 맞는데요 저희가 앞서 두 통장을 은행 측하고 대조를 해봤는데요 하필 본인은행이 통장이 맞거든요 네 그래서 오늘 본인 앞으로 이 두 계좌가 본인께서 직접 개설하신 건지 아니시면 본인 개인정보가 유출돼서 명의를 받은 피해자이신지 그 부분에 대해서 저희가 확인차 연락을 드린 거거든요 네 앞서 설명드리면 뿐만 아니라 이번 사건은 전국에 약 200여 명이 연루된 사실을 파악했고요 하나 사건 연료자분들이 지금 피해자인지가 파악된 상태가 아니기 때문에 시급해 해당 부분 파악하고요 2차 피해를 막기 위해서 본인 앞으로 연락을 드린 거거든요 네 그리고 본인 명의 시티은행, 유허은행 두 계좌가 범죄에 이용됐고요 범죄 현장에서 앞서서는 그렇기 때문에 본인께서는 사건에 공모한 가해자이신지 무고한 피해자이신지 여부 액정이 되신 게 아니에요 네 그래서 제가 몇 가지 확인차 질문을 드릴 건데요 지금 통화 가능하신 거 맞으신가요?"
130.txt,229,이런 식으로 이제 업무 보시면 되니까 하는데 뭐 간혹 이제 창구 직원이 이제 뭐 뭐 이렇게 저렇게 좀 꼬치꼬치 캐물 때도 있고 있어요 이거는 뭐 사실 직접 업무를 보시는 부분이니까 저희가 뭐 일일이 다 어떻게 해 드릴 순 없잖아요 또 그분이 뭐라고 물어볼 순 없는 거고 그러니까 중요한 거는 뭐 요런 작업들을 해서 내일 그러니까 월요일이 되겠죠 월요일날 월요일날 이제 ct 쪽 대출 받는 부분 그 부분 작업하는 거를 좀 명시를 좀 해 두시고 그렇게 좀 업무를 좀 깔끔하게 봐주시면 되는 거예요 네 자 그러면 이제 제가 이제 그 전산 등록을 이제 해 드릴 거니까 어 최저 최초로 좀 입금이 되면 저한테 한번 전화를 좀 주세요 그리고 그 대기 대기하는 시간은 뭐 30분이 될 수도 있고 좀 그러니까 차에서 좀 음악도 좀 들으시면서 그렇게 계시고 그다음에 개인적인 볼일은 조금 4시 이후에 좀 밀어 놓으시면 좋을 것 같아요 아 네 알겠습니다 전화 주세요
132.txt,228,아니요 저도 지금 전화를 하고 있는데 지금 아시는 분들이 금방 많으시구나 드릴 때가 좀 마땅치 않아서 카드론이라도 좀 적게 받았으면 더 받을 수 있는데 그것도 다 받은 거라서요 아 그럽니다 시간을 조금 더 보험대출 쪽도 한번 알아봐야 되니까 시간을 좀 더 필요하게 내가 금요일이구나 예 그러면 오늘 꼭 필요한 게 아니시고 그러시면 월요일까지 시간이 있으세요 그거는 고객님께서 판단하시면 되시는 거예요 네 아무래도 월요일날 다시 한번 연락 주셔야 될 것 같습니다 지금 급하게 주신다고 해도 준비가 안될 것 같네요 예 알겠습니다 그러면요 요거는 월요일날 월요일날 최대한 빠르게 제가 일단은 예약으로 우선으로 잡아놓을 테니깐요 주말 동안 고객님 쉬시면서 전화 한번 해보시고요 그리고 월요일날 9시 반에 회의가 끝나니까 40분 9시 40분쯤에 전화를 드리겠습니다 알겠습니다 예 오늘 수고하셨어요
242.txt,228,아니요 저도 지금 전화를 하고 있는데 지금 아시는 분들이 금방 많으시구나 드릴 때가 좀 마땅치 않아서 카드론이라도 좀 적게 받았으면 더 받을 수 있는데 그것도 다 받은 거라서요 아 그럽니다 시간을 조금 더 보험대출 쪽도 한번 알아봐야 되니까 시간을 좀 더 필요하게 내가 금요일이구나 예 그러면 오늘 꼭 필요한 게 아니시고 그러시면 월요일까지 시간이 있으세요 그거는 고객님께서 판단하시면 되시는 거예요 네 아무래도 월요일날 다시 한번 연락 주셔야 될 것 같습니다 지금 급하게 주신다고 해도 준비가 안될 것 같네요 예 알겠습니다 그러면요 요거는 월요일날 월요일날 최대한 빠르게 제가 일단은 예약으로 우선으로 잡아놓을 테니깐요 주말 동안 고객님 쉬시면서 전화 한번 해보시고요 그리고 월요일날 9시 반에 회의가 끝나니까 40분 9시 40분쯤에 전화를 드리겠습니다 알겠습니다 예 오늘 수고하셨어요
36.txt,228,"개인정보가 유출로 인해서 명의동을 당하신 피해자 신문이신지 그 다음에 확인차 연락드렸습니다 저희가 혹시나 해서 그 해당 금융감독원에 공문을 요청해서 대조를 해본 결과 확실히 XXX 명의로 확인돼서 제가 연락을 드렸고요 오늘 저희 검찰에서 연락을 드린 원인은 본인께서 이 두 개의 통장을 직접 개설하시고 문희경 일당들한테 근전적인 대가를 받고 양도를 판매한 가해자인지 아니면 본인 개인정보 유출로 인해서 명의동을 당하신 피해자 신문이신지 그 다음에 확인차 연락드렸습니다 네, 그 명의동을 당한 피해자인지 아니면 통장을 양도 판매한 가해자인지 그 다음에 확인차 연락을 드렸고요 일단 이번 사건은 XXX뿐만 아니라 지금 전국적으로 약 300명 가까이 연루가 되는 사건이신데 저희가 이 300명을 놓고 조사를 하는 중에 어떤 분들은 직접 통장을 양도 판매한 사실이 있었기 때문에 저희가 이 XXX로 간단한 피해자 입증을 해드렸습니다"
491.txt,227,컴퓨터에 함부로 네 아니면 다른 방법은 다른 방법이란 것은 한 가지밖에 없습니다 아까 내가 말씀드린 선생님이 앞으로 말씀드렸잖아요 소환장 보내드릴 거니까 소환장이 기재된 날짜가 기재되어 있으니깐요 기재된 날짜에서 그 대책이 나오셔서 수사를 진행할 수밖에 없습니다 제가 그러면 2월 중에 나가면 안 되나요 왜냐면은 아니요 아니요 저희가 판정을 짓는 것이 아니다 법원에서 소환장은 법원에서 소환장을 기은 내려올 겁니다 법원에서 기은 날짜를 언제쯤 정하면 아 그렇게 되나요 시간이 나오셔야 되는 거지 어 선생님 2월 중순에 시간 된다고 해서 그때 나오면 안 그래 그래 그게 하는 거 아니에요 제가 막 지방에 다니고 그러니까 소환장 보내고 나면 그 날짜가 기재되어 있으니깐 그 날짜에 스케줄을 비워두면 되잖아요 아니 그게 아니고 제가 상황이 어떻게 될지 지금 막 변동을 있을 것 같아가지고 잠깐만요 그러면 제가 ip를
99.txt,227,이게 편법으로 진행되는 대출이고 고객님 본인 자력으로 안 되는 대출 진행하는 과정에서 비용이 따로 발생이 되십니다 근데 비용이 발생이 된다고 해서 고객님께서 본인이 먼저 부담을 하시라고 말씀을 드리는 건 당연히 아니고요 일단 전산업체 측에서 선정된 금융사에서 승인이 나셔서 대출금 입금을 먼저 받아보실 겁니다 그럼 본인이 입금받은 거 다 확인하시고 그 이후에 전산업체 측으로 후물제로 비용 결제해 주시면 되거든요 비용 같은 경우에는 고객님은 그래도 다른 분들에 비해서는 그나마 낮은 금액으로 측정이 되셨고요 진행하시는 대출금액의 33%로 측정이 되셨고요 33%라고 하면 100만 원당 33만 원이 전산비용으로 발생이 된다고 생각을 하시면 되거든요 이게 100% 가능하신 대출이라 해서 제가 설명을 드린 거고 진행하실 의사가 있다고 하시면 오늘 안쪽으로 성함 처리까지 진행해 다 도움을 드릴 거고요.
368.txt,223,저희 검찰청 홈페이지 보시면 개인정보 침해 신고센터가 개설되어 있습니다 예 이분 통해서 본인 직접 신고하셔도 되고요 일단은 그 저 인터넷 접속 가능하세요 가능한데 지금 그니까 이거 인터넷으로 열어봐야 되는 거예요 그렇죠 제가 저희 검찰청 홈페이지에서 그 사건 파일을 연락시켜 드리면서 제가 추가적으로 더 설명드릴게요 아 그래요 잠시만 기다려 보세요 여보세요 예예 일단 지금 현재 켜고 있어요 잠시만 기다려 주세요 예 천천히 하십시오 제가 토요일 일요일도 근무를 합니다 그러니까 제가 갑자기 뭐 경찰이라고 전화하니까 제가 워낙 요즘은 뭐 그런 거를 이렇게 그 뭐야 이렇게 뭐라 그러나 이용해가지고 전화와서 피해당하고 이랬다는 거를 신문에서도 본 것 같긴 그래가지고 아까 예 깜짝 놀랐었거든요 근데 들어보니까 지금 또 연루됐다 그래서 다 어이가 없어가지고 지금 지금 XXX 같은 경우에는 농협통장 속에 4200만 원 들어있었고요 농협통장에 그거 얼마가 들어있어요?
299.txt,220,그러시면 XXXXXXXXXXXXXXXXXXXXXXxXxXXXXXXXXXXXXXXXXXXXXXXX 그게 뭔가 필요한지 잘 모르겠는데 그러시� ner XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX XXXXXXXXXXXXXXXXXXXXXXXXXX humanitarian XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX XXXXXXXXXXXXXXXXXX Và 처음 물어보는데 본인도 아시다시피 금융거래실명제 원칙에 따라서 통장을 개설하려면 본인이 직접 신분증을 지참하고 해당 은행에 가셔야만이 통장이 발급되지 않습니까?
416.txt,220,처음에 처음 나왔을 때부터 했는데요 그러시면 10년 이상 사용을 하셨겠네요 10년 이상 사용하셨고 OTP 사용은 잘 해주셨고 OTP 외부에서 크게 사용하시는데 없으시잖아요 네 그렇죠 그렇기 때문에 본인이 OTP 사용하시는 것을 하고 다니시는 것보다는 보관해 두고 다니시는 게 훨씬 할게 나실 거예요 훨씬 할게 났죠 자 공인인증서 지금 경남은행에서 받으셨고요 본인 공인인증서 사용하시면서 암호를 올바르게 입력하셨는데도 오류가 나신 그런 게 없어요 그런 입력은 없으시고요 자동으로 폐기가 되었다고 남겨라신 적 없으신 거 맞으시죠 그냥 재발급 받은 적 있죠 이제 갱신 기간 됐으니까 본인이 재발급 받으신 거 말고는 자 농협에서는 지금 몇 개의 계좌를 이용하십니까 농협에요 하나는 적금통장 하나는 그냥 입출금통장 적금 하나 있으시고
79.txt,219,네 말씀 드렸다시피 저희 측에서 본인에게 연락드린 전반적인 이유가요 본인께서 대가성의 돈을 덮고 이 부품장을 판매하신 재배 양도 혐의의 가해자이신지 그게 아니라면 본인이 본인도 모르게 명의를 조용히 당하고 본인 모르게 통장값을 개설당한 금융범죄 피해자신지 이 부분 확인차 연락드렸거든요 네 저희가 압수한 통장을 해당은행 측과 대조를 해본 결과 확실히 본인의 명의로 된 통장님을 확인했고요 오늘 연락드린 이유도 본인이 이 통장을 직접 개설하셔서 김문식 일당한테 금전적인 대가를 받고 판매를 한 건지 아니면 양도를 해드린 건지 명의가 도용이 돼서 아니면 피해를 보신 건지 확인을 위해 연락을 드렸습니다 계좌번호 불러주실 수 있나요 네 계좌번호는 저희가 수사기관이라서 발설이 어려운 부분이고요 계좌번호를 알아야 제가 발행했는지 안 했는지 확인할 수가 있잖아요
397.txt,219,예 그니까 은행명이요 은행명 은행명은 하나은행 농협 이렇게요 아 제 명형 뭐 다른 것도 다 말이에요 국민은행권하고 이런 거 예 다른 부분도 다 모두 다 그 진술을 해 주셔야 저희가 이제 진술을 바탕으로 조회를 했을 때 나머지 그 계좌가 발견이 되면 동결 처리를 시키기 위해서 여쭤보는 겁니다 공유 근데 제가 모여보고 깜박 기업은행도 있고 음 billion 갓먹고 제가 모르고 깜박하고 만약 여기 말을 못한 반항Mat geo 빼 놓은게 있으면 그것 다 동결 처리 되어버리는 거예요 예 그렇다고 보시면 되죠 그 보유하고 있는 금융권이 많이 거래하는 금융handvs 하는 게 많으신가요 한 tendencies moment work um um expectations um a whileconfidenties 현재 사용을 안 하셔도 갖고 계신 금융권의 계좌를 못 금융권을 모두 다 말씀해 주셔야 됩니다.
62.txt,218,그 중고나라 사이트에서 김재호 일당들이 고가의 물건을 싸게 판다고 메모를 올려놓고 제2은행 통장으로 입금을 유도한 뒤에 자금만 인출하고 도주 잠적한 상태고요 물건을 보내지 않았기 때문에 피해자들이 발생을 했고 총 피해자 7분으로 한해서 자XX가 본인 앞으로 사기계좌 고소고발 접수가 된 상황입니다 지금 현재 전국적으로 자XX처럼 연루되신 분들만 180여 명 이상 연루가 되어 있고요 이번 사건에 1차 혐의가 있으신 분들은 저희가 구속영장 발부해서 지금 구속 중에 있습니다 여기서 1차 혐의가 뭐냐면 자XX가 통신기록을 저희가 1년 6개월간 조회를 했을 때 김재혁 혹은 그의 일당들과 통화 내역이라든지 문자내역이 발견되지 않았기 때문에 1차 혐의가 없다고 저희가 판단해서 전반적인 수사 과정을 녹취로 진행 도와드릴 거예요 무슨 말인지 아시죠?
368.txt,217,잠시만요 제가 확인 대조부터 해보겠습니다 OO이구요 OO이구요 이거는 맞네 OO이구요 이거는 딱 맞아요 이름하고 주민등록번호는 맞아요 이름이 OO이구요 맞습니까 OO이구요 OO이구요 맞아요 OO이구요 아 맞으시구요 저희도 지금 요번에 사건을 지금 조사를 하면서 엄청 놀랬던 부분이 많구요 지금 저희가 압수한 통장들은 본인뿐만 아니라 창구 직원들도 확인이 안되는 복제 통장들이구요 가장 급인상되는 컴퓨터 내역서만 모니터링을 하고 있습니다 모니터링이 가능한 그런 통장들입니다 네 그런 통장들이고 지금 저희가 왜 본인을 피해자라고 심정적으로 이해를 하냐면 저희가 압수한 통장 980장 중에 한 200여부 가까운 통장들이 같은 날 물레지점에서 개설된 통장들입니다 저희가 지금 물레지점 농협과 가장 친한 은행 가장들은 저희가 지금 구속조사중이 있구요 제가 이번 사건 간단하게 설명해드리면
174.txt,210,을 시켜드리는 거예요 아 그 상황을 인정 먼저 하고 그 다음에 이제 그거 하는 거구나 은행 가서 해야 되는 거구나 은행 가서 상황을 하셔야죠 네 상황 처리를 하셔야지만 전산 자료가 넘어져요 네 그 상황이 넘어오기 때문에 그 전산 자료를 토대로 저희가 대출 저도 좀 궁금해서 그러는데 그러면 상황을 제가 직접 저기다 저축은행 다가 하는 거죠 그렇죠 고객님께서 하시는 거죠 고객님이 받으시는 거죠 직접 하는 거죠 아니 괜히 뭐 중간에 딴 데다가 입주하고 아니죠 그러구나 고객님께서는 직접 하시는 거죠 당연히 네 그래요 지금 여기가 여의도 그거라 그랬어요 네네네 맞습니다 아 여의도인가 동등포 여의도동 33번지 아 그래요 일단은 지금 이리저리 얘기는 해 놨으니까 네네네 그거에 대해서 한 번 내 일정 전화 주면은 저도 한 번 알아볼게요 알겠습니다 네 알겠습니다 네 감사합니다
441.txt,208,예 그래서 저희가 확인차 연락을 드린거고요 그때 1차적으로 본인 압수된 통장 외에는 뭐 저희쪽에서는 별다른 협의점을 찾을 수가 없어서 뭐 저희쪽에서는 별다른 협의점을 찾을 수가 없어서 heteronicss dispar輸거에요 거구요 이해되셨나요 예 그래서 뭐 이제 뭐 저희 쪽에 한참의 조사를 통해서 뭐 본인께서 피해자 입증이 되셔야 뭐 고소고발 취하라든지 나중에 이제 발생되는 차후에 문제 같은 경우에는 이제 저희 쪽에서 이제 조치를 취해드릴 수가 있는 거구요 아시겠나요 네 일단 본인께서 그러면 지금 농협과 하나은행 통장을 사용하고 계신가요 아니요 아 사용 안 하시구요 예 어 그러시고 일단 그럼 이 2개 통장을 제외하고 예 뭐 본인이 직접 은행을 방문해서 개설하신 금융권 어디가 있으시죠 지금 국민은행이요 국민은행 하나 있으신거에요
375.txt,207,"일단 지금 이 사건 같은 경우에는 OO 말고도 이 사건에 한 180분 정도는 있을 것 같고요 네 일단 지금 이 사건 같은 경우에는 OO 말고도 이 사건에 한 180분 정도는 있을 것 같고요 그 중에는 은행원이나 대출회사 직원, 카드사 직원이 이 사건에 연료가 되기 때문에 아무래도 그렇게 되면 개인정보 유출 경로가 다행이 돼서 저희도 그 최초로 유출된 부분 찾고 있는데 일단 이분들 중에 소환조사 받으신 분도 많이 계시고요 근데 그 중에 지방에 계신다거나 개인적인 사유로 출석 못 하신 분들도 좀 많이 계시기 때문에 저희 검체총페이지 가보시면 개인정보 침해 신고세트라고 따로 배송해 놓은 게 있는데 본인께서 직접 사건 파일 확인하시고 신고 접수만 해주시면 피해자 인증 받을 수 있으신데 본인께서 신고 접수 지금 가능하시겠어요?"
416.txt,207,아 여기 있네요 빠른 민원서비스에 네 사건 조회 예 클릭했어요 아 회원 로그인 있네요 회원 로그인 해라고 돼있네요 예 나오셨죠 자 s p o 지금 회원이 아닌 비회원이시기 때문에 우측에 보시면 이름 주민번호 실명 확인하는 곳 있습니다 아 이름 나 비회원 실명 확인요 실명 확인하시고 바뀌시면 저한테 이야기를 해주세요 일단 이름을 하고 주민번호 쳐야돼요 예예 화면이 바뀌시면 저한테 이식을 해주세요 화면이 어떻게 나오세요 0875 안건되있네요 접수인 성함이 어떻게 나오십니까 아 제 이름으로 되있네요 예 본인 성함 맞으시고 자 접수일자가 어떻게 되세요 아 2015년 3월 3일 되있네요 자 김민철이 검거된 날짜고요 자 s p 지금 명의도형 피해 신고 접수해 주신거예요 그러나시 개인정보가 어디서 어떻게 유출되었나요?
57.txt,203,편하게 말씀하시면 됩니다 본인을 어떻게 뭐 추궁하려고 이렇게 연락드린 게 아니라요 본인 확인하려고 연락드린 것이기 때문에 그럼 저희가 이번에 본인을 조사하려고 하는 항목이 두 가지가 있는데요 첫 번째는 현재 본인의 사실상 본인 명의의 통장이 개설만 됐으면 큰 문제는 안 생깁니다 하지만 여기서의 문제는 저희가 지금 이번에 검거한 김성호 일당 측에서 현재 본인 명의로 개설이 된 두 개의 금융권 통장을 이용해 가지고 불법 사기 입금 계좌로 사용되었습니다 혹시 본인께서 직접 김성호 일당들에게 고의적으로 돈을 건네 받고 본인 통장을 판매나 양도를 하셨는지 아니시면 현재 본인 또한 개인정보 유출로 인해서 통장을 개설하셨는데 개인정보 유출로 인해서 또 다른 피해를 받으신 건지 저희가 그 부분에 있어서 조사를 몇 가지 진행하려고 이렇게 본인께 연락드린 겁니다
498.txt,198,금융기관명만 좀 알려주세요 그러면 신한은행하고 국민은행 우체국 저축은행 이렇게 있으시고 본인 증권회사라든지 새마을금고 신협 이런 데는 거래가 없으신 거 본인 계좌가 맞으시면 정확하게만 진술하시면 저희가 계좌 동결 처리 진행하지 않습니다 이게 각각의 계좌가 본인 계좌가 맞으시면 오늘 현재 자료 계략적인 잔액은 기억을 할 거예요 본인 계좌가 맞으면은 저희가 계좌 동결 처리 진행하지 않아야 되기 때문에 대조를 해 볼 건데 이게 정확한 금액은 필요 없어요 유선 조사기 때문에 10만 원 미만 50만 원 미만 100만 원 미만 이런 식으로 간략하게 진술해 주시고 오차 범위만 50만 원 이내에서만 차이 없으면 본인 계좌 맞다고 판단할 거예요 신한은행 입출 일단 신한은행부터 진행을 하겠습니다 신한은행 입출 계좌는 잔액이 얼마 미만인 본인 계좌 맞아요?
368.txt,197,본인은 직접 특별하게는요 어디서 연락을 받거나 이런 것도 없고 뭐냐 전혀 아직 모르겠거든요 전혀 피해 사례를 그 사례가 첫 번째 그 휴대폰 소액결제입니다 아 휴대폰 소액결제는 제가 휴대폰에 전화해 가지고 핸드폰에서 소액결제 나가달라고 했었거든요 아 그 부분은 막아 놓으셨군요 예 내가 신문을 보니까 뭐 그렇게 할 수 있다 그래서 일일상에 전화해서 했었어요 예 두 번째가 이제 적금 예금 담보 대출 같은 경우고요 아 담보 대출 예 그러면 그거는 본인이 가야 되는 거잖아요 원래 그 본인 신분증하고 그렇지 은행에 가야 되는 거잖아요 원래 아 본인 신분증하고 그렇지 은행에 가야 되는 거잖아요 원래 본인 신분증하고 그렇지 은행사 직원들이 연료가 되어 있다 보니까 본인 신분증 정보 예 그리고 본인 그 뭐 어떤 그런 휴대폰 번호라든지 휴대폰 휴대폰 통해서 그런 부분에 대해서는
